index,budget,genres,original_language,original_title,overview,revenue,status,title,vote_average,vote_count,director
1744,30000000,Comedy Romance Drama,en,Knocked Up,"For fun loving party animal Ben Stone, the last thing he ever expected was for his one night stand to show up on his doorstep eight weeks later to tell him she's pregnant.",219076518,Released,Knocked Up,6.2,1214,Judd Apatow
1745,30000000,Drama,en,My Sister's Keeper,"Sara and Brian live an idyllic life with their young son and daughter. But their family is rocked by sudden, heartbreaking news that forces them to make a difficult and unorthodox choice in order to save their baby girl's life. The parents' desperate decision raises both ethical and moral questions and rips away at the foundation of their relationship. Their actions ultimately set off a court case that threatens to tear the family apart, while revealing surprising truths that challenge everyone's perceptions of love and loyalty and give new meaning to the definition of healing.",95714875,Released,My Sister's Keeper,7.1,598,Nick Cassavetes
1746,35000000,Comedy Drama,en,Welcome Home Roscoe Jenkins,"Martin Lawrence leads an all-star cast, including Cedric the Entertainer, Mo'Nique, and Mike Epps, in the hit comedy ""Welcome Home Roscoe Jenkins."" When a celebrated TV show host (Lawrence) returns to his hometown in the South, his family is there to remind him that going home is no vacation! It's one outrageous predicament after another when big-city attitude and small-town values collide in this hysterical comedy critics are praising for its ""over-the-top hilarity!"" (Roger Moore, Orlando Sentinel).",43650785,Released,Welcome Home Roscoe Jenkins,5.7,57,Malcolm D. Lee
1747,8000000,Drama Adventure History,en,A Passage to India,"The film is set during the period of growing influence of the Indian independence movement in the British Raj. It begins with the arrival in India of a British woman, Miss Adela Quested (Judy Davis), who is joining her fiancé, a city magistrate named Ronny Heaslop (Nigel Havers). She and Ronny's mother, Mrs. Moore (Peggy Ashcroft), befriend an Indian doctor, Aziz H. Ahmed (Victor Banerjee).",27187653,Released,A Passage to India,6.9,67,David Lean
1748,15000000,Drama Romance,en,Notes on a Scandal,"A veteran high school teacher befriends a younger art teacher, who is having an affair with one of her 15-year-old students. However, her intentions with this new ""friend"" also go well beyond platonic friendship.",49469904,Released,Notes on a Scandal,6.9,235,Richard Eyre
1749,27500000,Drama Thriller,en,Rendition,"When an Egyptian terrorism suspect ""disappears"" on a flight from Africa to Washington DC, his American wife and a CIA analyst find themselves caught up in a struggle to secure his release from a secret detention facility somewhere outside the US.",24748670,Released,Rendition,6.2,205,Gavin Hood
1750,27000000,Science Fiction Action Adventure Thriller,en,Star Trek VI: The Undiscovered Country,"On the eve of retirement, Kirk and McCoy are charged with assassinating the Klingon High Chancellor and imprisoned. The Enterprise crew must help them escape to thwart a conspiracy aimed at sabotaging the last best hope for peace.",96900000,Released,Star Trek VI: The Undiscovered Country,6.7,413,Nicholas Meyer
1752,27000000,Drama Mystery Thriller Crime,en,Kiss the Girls,"Forensic psychologist Alex Cross travels to North Carolina and teams with escaped kidnap victim Kate McTiernan to hunt down ""Casanova,"" a serial killer who abducts strong-willed women and forces them to submit to his demands. The trail leads to Los Angeles, where the duo discovers that the psychopath may not be working alone.",60527873,Released,Kiss the Girls,6.2,345,Gary Fleder
1753,27000000,Music Comedy Action Crime,en,The Blues Brothers,"Jake Blues is just out of jail, and teams up with his brother, Elwood on a 'mission from God' to raise funds for the orphanage in which they grew up. The only thing they can do is do what they do best – play music – so they get their old band together and they're on their way, while getting in a bit of trouble here and there.",115229890,Released,The Blues Brothers,7.5,1065,John Landis
1754,27000000,Adventure Comedy Drama Family,en,The Sisterhood of the Traveling Pants 2,"Four young women continue the journey toward adulthood that began with ""The Sisterhood of the Traveling Pants."" Now three years later, these lifelong friends embark on separate paths for their first year of college and the summer beyond, but remain in touch by sharing their experiences with each other.",44352417,Released,The Sisterhood of the Traveling Pants 2,6,238,Sanaa Hamri
1756,27000000,Drama Comedy Romance,en,About a Boy,"Will Freeman is a hip Londoner who one day realizes that his friends are all involved with the responsibilities of married life and that leaves him alone in the cold. Passing himself off as a single father, he starts to meet a string of single mums, confident in his ability to leave them behind when they start to ask for a commitment. But Will's hope of a continued bachelorhood is interrupted when he meets 12-year old Marcus, in many ways his complete opposite.",129000000,Released,About a Boy,6.6,607,Chris Weitz
1757,27000000,Horror Comedy Action Science Fiction Thriller,en,Lake Placid,"When a man is eaten alive by an unknown creature, the local Game Warden teams up with a paleontologist from New York to find the beast. Add to the mix an eccentric philanthropist with a penchant for ""Crocs"", and here we go! This quiet, remote lake is suddenly the focus of an intense search for a crocodile with a taste for live animals...and people!",56870414,Released,Lake Placid,5.5,247,Steve Miner
1758,27000000,Drama Thriller Crime Mystery,en,Lucky Number Slevin,"Slevin is mistakenly put in the middle of a personal war between the city’s biggest criminal bosses. Under constant watch, Slevin must try not to get killed by an infamous assassin and come up with an idea of how to get out of his current dilemma. A film with many twists and turns.",56308881,Released,Lucky Number Slevin,7.4,1323,Paul McGuigan
1759,27000000,Drama History,en,The Right Stuff,"A chronicle of the original Mercury astronauts in the formation of America's space program: Alan Shepherd, the first American in space; Gus Grissom, the benighted astronaut for whom nothing works out as planned; John Glenn, the straight-arrow 'boy scout' of the bunch who was the first American to orbit the earth; and the remaining pilots: Deke Slayton, Scott Carpenter and Wally Schirra.",21500000,Released,The Right Stuff,7.3,235,Philip Kaufman
1760,30000000,Drama History Thriller,en,Anonymous,"Set against the backdrop of the succession of Queen Elizabeth I, and the Essex Rebellion against her, the story advances the theory that it was in fact Edward De Vere, Earl of Oxford who penned Shakespeare's plays.",15395087,Released,Anonymous,6.3,288,Roland Emmerich
1761,27000000,Drama Family Fantasy Adventure,en,The Neverending Story,"While hiding from bullies in his school's attic, a young boy discovers the extraordinary land of Fantasia, through a magical book called The Neverending Story. The book tells the tale of Atreyu, a young warrior who, with the help of a luck dragon named Falkor, must save Fantasia from the destruction of The Nothing.",20158808,Released,The NeverEnding Story,7,1002,Wolfgang Petersen
1762,27000000,Mystery Science Fiction,en,Dark City,"A man struggles with memories of his past, including a wife he cannot remember, in a nightmarish world with no sun and run by beings with telekinetic powers who seek the souls of humans.",27200316,Released,Dark City,7.2,828,Alex Proyas
1764,25000000,Adventure Family Fantasy,en,Return to Oz,"Dorothy, saved from a psychiatric experiment by a mysterious girl, finds herself back in the land of her dreams, and makes delightful new friends, and dangerous new enemies.",11137801,Released,Return to Oz,6.7,120,Walter Murch
1765,27000000,Crime Action Drama,en,The Newton Boys,"Four Newton brothers are a poor farmer family in the 1920s. The oldest of them, Willis, one day realizes that there's no future in the fields and offers his brothers to become a bank robbers. Soon the family agrees. They become very famous robbers, and five years later execute the greatest train robbery in American history.",76000000,Released,The Newton Boys,5.9,44,Richard Linklater
1766,27000000,Horror Mystery Thriller,en,Case 39,"In her many years as a social worker, Emily Jenkins believes she has seen it all, until she meets 10-year-old Lilith and the girl's cruel parents. Emily's worst fears are confirmed when the parents try to harm the child, and so Emily assumes custody of Lilith while she looks for a foster family. However, Emily soon finds that dark forces surround the seemingly innocent girl, and the more she tries to protect Lilith, the more horrors she encounters.",29000000,Released,Case 39,6.1,563,Christian Alvart
1767,27000000,Crime Thriller,en,Suspect Zero,"A killer is on the loose, and an FBI agent sifts through clues and learns that the bloodthirsty felon's victims of choice are other serial killers.",13000000,Released,Suspect Zero,5.5,98,E. Elias Merhige
1769,27000000,Family Comedy Action,en,Spy Kids: All the Time in the World,"Eight years after the third film, the OSS has become the world's top spy agency, while the Spy Kids department has since become defunct. A retired spy Marissa (Jessica Alba) is thrown back into the action along with her stepchildren when a maniacal Timekeeper (Jeremy Piven) attempts to take over the world. In order to save the world, Rebecca (Rowan Blanchard) and Cecil (Mason Cook) must team up with their hated stepmother. Carmen and Juni have since also grown up and will provide gadgets to them.",85564310,Released,Spy Kids: All the Time in the World,4.4,222,Robert Rodriguez
